City,Date,AQI,Range,Air quality level,PM2.5,PM10,SO2,CO,NO2,O3
榆林,2017-05,119,55~500,轻度污染,45,128,10,1.165,37,141
榆林,2017-06,108,66~155,轻度污染,31,66,10,1.12,34,168
榆林,2017-07,104,51~150,轻度污染,29,59,8,1.161,26,163
榆林,2017-08,81,35~121,良,25,55,10,1.174,32,134
榆林,2017-09,72,48~118,良,29,75,11,1.153,37,119
榆林,2017-10,60,32~89,良,29,66,13,1.435,43,73
榆林,2017-11,77,51~103,良,36,95,29,1.683,55,66
榆林,2017-12,85,38~133,良,50,100,45,1.997,61,52
榆林,2018-01,87,53~163,良,51,103,42,1.845,55,59
榆林,2018-02,89,40~500,良,39,108,37,1.568,45,86
榆林,2018-03,95,54~171,良,52,128,22,1.555,51,109
榆林,2018-04,124,64~417,轻度污染,43,155,12,0.976,35,129
玉林,2015-01,87,25~169,良,64,86,50,1.25,26,90
玉林,2015-02,110,35~240,轻度污染,84,85,22,2.207,23,82
玉林,2015-03,60,14~99,良,43,53,29,1.274,18,55
玉林,2015-04,73,22~119,良,44,63,39,1.033,17,110
玉林,2015-05,46,31~61,优,29,43,34,1.003,16,76
玉林,2015-06,39,26~50,优,23,36,20,0.94,15,71
玉林,2015-07,51,21~125,良,28,42,14,0.984,17,89
玉林,2015-08,61,28~161,良,34,51,17,1.039,19,100
玉林,2015-09,52,25~104,良,29,44,26,1.07,20,88
玉林,2015-10,66,31~125,良,30,50,28,1.129,26,110
玉林,2015-11,55,31~99,良,30,44,35,1.2,27,73
玉林,2015-12,49,23~129,优,30,49,16,1.152,26,44
玉林,2016-01,49,30~102,优,29,48,20,1.439,29,49
玉林,2016-02,62,28~289,良,29,65,18,1.166,27,82
玉林,2016-03,62,27~108,良,31,53,34,1.19,32,77
玉林,2016-04,59,35~97,良,39,63,42,1.017,25,73
玉林,2016-05,52,28~96,良,30,50,25,1.074,19,86
玉林,2016-06,41,26~54,优,22,38,22,0.823,15,74
玉林,2016-07,44,26~104,优,25,39,22,0.994,15,74
玉林,2016-08,54,27~102,良,33,45,29,0.887,18,93
玉林,2016-09,60,27~110,良,38,50,23,0.933,21,98
玉林,2016-10,55,25~92,良,36,52,17,1.035,17,85
玉林,2016-11,59,18~127,良,40,64,27,1.01,28,66
玉林,2016-12,81,38~135,良,59,91,19,1.145,38,90
玉林,2017-01,90,30~320,良,67,94,22,1.426,32,73
玉林,2017-02,71,35~124,良,52,72,20,1.279,27,77
玉林,2017-03,59,25~122,良,40,66,21,1.29,31,48
玉林,2017-04,58,35~100,良,37,57,29,1.073,24,81
玉林,2017-05,58,33~146,良,29,47,24,0.961,21,96
玉林,2017-06,41,29~54,优,23,39,33,0.8,18,64
玉林,2017-07,47,20~114,优,27,42,24,0.89,20,78
玉林,2017-08,44,24~68,优,24,42,28,0.926,17,72
玉林,2017-09,62,25~105,良,34,57,38,1.043,21,103
玉林,2017-10,66,31~131,良,39,60,18,1.197,25,108
玉林,2017-11,69,28~137,良,47,69,18,1.32,30,77
玉林,2017-12,90,33~193,良,65,90,18,1.145,36,88
玉林,2018-01,77,29~175,良,53,84,23,1.332,38,78
玉林,2018-02,92,30~389,良,68,97,15,1.118,25,83
玉林,2018-03,71,37~115,良,45,72,29,1.11,24,101
玉林,2018-04,69,40~107,良,44,78,35,1.112,19,101
伊犁哈萨克州,2014-12,75,75~75,良,53,99,46,3.5,66,45
伊犁哈萨克州,2015-01,104,49~226,轻度污染,77,108,38,3.471,51,39
伊犁哈萨克州,2015-02,85,39~206,良,60,91,35,2.757,44,60
伊犁哈萨克州,2015-03,54,30~82,良,29,60,23,1.587,27,75
伊犁哈萨克州,2015-04,70,44~133,良,32,88,12,1.011,22,97
伊犁哈萨克州,2015-05,61,42~124,良,22,64,6,0.887,14,101
伊犁哈萨克州,2015-06,61,39~90,良,19,57,6,0.683,18,106
伊犁哈萨克州,2015-07,70,43~124,良,29,71,6,0.981,26,118
伊犁哈萨克州,2015-08,60,39~87,良,27,65,8,1.239,26,99
伊犁哈萨克州,2015-09,58,27~108,良,29,65,8,0.977,27,81
伊犁哈萨克州,2015-10,66,22~112,良,38,83,14,1.603,36,55
伊犁哈萨克州,2015-11,80,35~180,良,54,82,24,2.773,43,36
伊犁哈萨克州,2015-12,91,33~140,良,64,77,34,3.706,46,44
伊犁哈萨克州,2016-01,125,43~244,轻度污染,94,108,35,3.848,55,43
伊犁哈萨克州,2016-02,101,43~158,轻度污染,71,95,59,3.445,51,77
伊犁哈萨克州,2016-03,56,28~76,良,29,60,25,1.5,30,76
伊犁哈萨克州,2016-04,55,37~73,良,23,50,11,1.027,25,98
伊犁哈萨克州,2016-05,60,38~80,良,15,40,7,0.926,20,108
伊犁哈萨克州,2016-06,69,38~104,良,20,48,5,0.857,21,120
伊犁哈萨克州,2016-07,72,45~118,良,18,42,4,1.068,19,124
伊犁哈萨克州,2016-08,67,44~106,良,22,61,9,1.281,27,118
伊犁哈萨克州,2016-09,65,47~81,良,27,72,11,1.197,29,100
伊犁哈萨克州,2016-10,61,29~143,良,39,67,23,1.439,38,56
伊犁哈萨克州,2016-11,96,37~229,良,69,91,34,2.417,47,48
伊犁哈萨克州,2016-12,88,30~228,良,64,83,37,3.071,49,34
伊犁哈萨克州,2017-01,151,55~326,中度污染,117,137,50,4.326,72,52
伊犁哈萨克州,2017-02,126,44~220,轻度污染,94,115,44,3.121,56,68
伊犁哈萨克州,2017-03,69,38~123,良,46,74,23,1.574,32,69
伊犁哈萨克州,2017-04,47,30~70,优,22,46,14,1.093,25,83
伊犁哈萨克州,2017-05,61,42~80,良,29,56,13,0.835,23,108
伊犁哈萨克州,2017-06,66,46~85,良,22,46,12,0.877,19,118
伊犁哈萨克州,2017-07,90,69~113,良,26,60,12,0.939,24,148
伊犁哈萨克州,2017-08,78,55~96,良,24,56,11,0.932,26,133
伊犁哈萨克州,2017-09,74,42~85,良,37,91,12,1.08,34,112
伊犁哈萨克州,2017-10,80,33~125,良,53,108,19,1.884,44,76
伊犁哈萨克州,2017-11,77,35~129,良,54,94,28,2.21,44,47
伊犁哈萨克州,2017-12,124,29~283,轻度污染,94,128,46,2.965,50,32
伊犁哈萨克州,2018-01,173,39~276,中度污染,133,165,64,3.748,65,47
伊犁哈萨克州,2018-02,121,53~208,轻度污染,91,108,43,2.557,50,80
伊犁哈萨克州,2018-03,52,29~84,良,28,50,19,1.084,24,84
伊犁哈萨克州,2018-04,68,39~194,良,30,76,12,0.808,22,99
阳泉,2013-12,116,49~405,轻度污染,84,109,132,1.683,38,38
阳泉,2014-01,118,60~210,轻度污染,72,173,155,1.923,44,30
阳泉,2014-02,205,51~442,重度污染,155,266,112,2.504,54,30
阳泉,2014-03,127,58~269,轻度污染,80,190,77,1.542,44,42
阳泉,2014-04,106,67~149,轻度污染,64,154,29,1.307,35,53
阳泉,2014-05,100,53~178,良,53,149,30,0.939,28,71
阳泉,2014-06,90,51~170,良,57,123,31,0.943,25,84
阳泉,2014-07,83,43~147,良,51,109,39,0.968,34,96
阳泉,2014-08,84,34~140,良,50,113,56,1.019,40,97
阳泉,2014-09,86,33~148,良,54,116,63,1.193,39,73
阳泉,2014-10,134,24~380,轻度污染,86,198,91,1.597,51,56
阳泉,2014-11,120,50~224,轻度污染,80,171,162,1.71,54,40
阳泉,2014-12,100,60~245,轻度污染,55,145,178,1.426,52,38
阳泉,2015-01,105,35~204,轻度污染,70,140,126,1.99,55,41
阳泉,2015-02,93,44~226,良,58,119,72,1.679,43,57
阳泉,2015-03,103,52~197,轻度污染,58,150,56,1.684,45,63
阳泉,2015-04,85,38~146,良,44,118,31,1.263,35,72
阳泉,2015-05,84,53~125,良,43,111,48,1.023,46,105
阳泉,2015-06,101,45~206,轻度污染,46,103,32,0.943,36,155
阳泉,2015-07,87,30~134,良,56,102,27,0.823,35,115
阳泉,2015-08,58,34~85,良,32,66,24,0.771,24,84
阳泉,2015-09,58,26~97,良,34,65,30,0.91,31,69
阳泉,2015-10,64,33~112,良,33,76,42,1.026,41,58
阳泉,2015-11,101,41~283,轻度污染,73,113,99,1.803,47,26
阳泉,2015-12,142,48~300,轻度污染,100,198,125,1.774,45,34
阳泉,2016-01,123,61~288,轻度污染,85,155,113,1.79,48,41
阳泉,2016-02,90,35~283,良,51,113,88,1.348,38,69
阳泉,2016-03,113,64~200,轻度污染,65,173,94,1.319,60,103
阳泉,2016-04,92,47~131,良,44,123,42,1.113,44,122
阳泉,2016-05,107,51~169,轻度污染,49,131,46,1.168,43,151
阳泉,2016-06,100,61~154,轻度污染,42,100,34,1.207,37,154
阳泉,2016-07,101,44~142,轻度污染,66,125,24,1.332,32,138
阳泉,2016-08,82,42~128,良,47,94,22,1.465,31,121
阳泉,2016-09,76,39~118,良,35,88,34,1.553,45,109
阳泉,2016-10,80,37~175,良,52,99,35,1.632,41,62
阳泉,2016-11,133,44~266,轻度污染,96,182,88,1.863,62,60
阳泉,2016-12,136,58~243,轻度污染,100,155,118,2.168,70,51
阳泉,2017-01,152,51~319,中度污染,115,170,115,2.174,66,63
阳泉,2017-02,120,49~250,轻度污染,85,146,89,1.857,56,95
阳泉,2017-03,99,56~180,良,64,125,56,1.232,48,118
阳泉,2017-04,99,66~236,良,54,132,41,0.94,46,131
阳泉,2017-05,132,76~329,轻度污染,47,133,23,1.058,43,178
阳泉,2017-06,114,52~187,轻度污染,49,102,23,1.09,47,171
阳泉,2017-07,118,49~195,轻度污染,51,98,20,1.31,35,174
阳泉,2017-08,90,40~156,良,46,89,21,1.252,38,136
阳泉,2017-09,102,65~152,轻度污染,64,137,37,1.447,48,135
阳泉,2017-10,89,30~169,良,63,104,28,1.255,44,70
阳泉,2017-11,88,57~147,良,59,114,56,1.267,53,66
阳泉,2017-12,95,45~192,良,64,112,84,1.429,57,56
阳泉,2018-01,110,42~228,轻度污染,80,130,68,1.616,58,52
阳泉,2018-02,117,49~276,轻度污染,81,139,66,1.561,45,87
阳泉,2018-03,131,65~357,轻度污染,88,165,37,1.461,50,108
阳泉,2018-04,108,45~337,轻度污染,57,152,25,0.988,43,116
玉树州,2014-12,85,85~85,良,36,64,68,8.5,3,24
玉树州,2015-01,66,45~123,良,40,62,42,1.748,19,57
玉树州,2015-02,56,46~98,良,22,52,29,0.582,22,99
玉树州,2015-03,64,48~111,良,19,54,17,0.621,17,109
玉树州,2015-04,55,41~77,良,16,48,6,0.393,16,98
玉树州,2015-05,97,18~500,良,16,126,3,0.47,15,104
玉树州,2015-06,60,15~103,良,13,24,3,0.44,15,103
玉树州,2015-07,32,5~71,优,13,27,3,0.426,14,19
玉树州,2015-08,33,20~60,优,13,28,3,0.43,15,57
玉树州,2015-09,30,16~47,优,12,21,6,0.461,13,56
玉树州,2015-10,37,23~68,优,15,30,12,0.482,20,65
玉树州,2015-11,53,27~158,良,21,63,3,0.813,11,28
玉树州,2015-12,53,26~104,良,28,59,3,0.959,11,21
玉树州,2016-01,44,18~77,优,21,47,4,0.894,12,29
玉树州,2016-02,60,39~129,良,22,67,4,1.431,11,30
玉树州,2016-03,44,21~72,优,16,44,5,1.027,12,40
玉树州,2016-04,37,25~95,优,18,39,3,1.01,13,43
玉树州,2016-05,40,0~140,优,14,37,3,1.182,5,44
玉树州,2016-06,34,0~46,优,13,22,4,1.323,4,30
玉树州,2016-07,45,0~56,优,10,21,5,1.794,4,33
玉树州,2016-08,48,0~73,优,12,21,5,1.894,3,26
玉树州,2016-09,47,18~83,优,8,18,6,1.81,6,28
玉树州,2016-10,40,23~65,优,9,23,16,0.655,13,65
玉树州,2016-11,46,38~56,优,16,39,32,0.74,24,86
玉树州,2016-12,65,44~100,良,34,76,59,1.003,30,82
玉树州,2017-01,60,0~155,良,30,66,51,0.755,23,89
玉树州,2017-02,59,45~105,良,23,61,40,0.821,19,102
玉树州,2017-03,65,0~107,良,21,58,25,0.7,16,111
玉树州,2017-04,74,50~95,良,21,62,14,0.657,13,124
玉树州,2017-05,63,0~93,良,14,36,5,0.497,7,109
玉树州,2017-06,73,46~99,良,12,22,4,0.233,8,127
玉树州,2017-07,61,33~83,良,14,27,3,0.316,10,112
玉树州,2017-08,47,27~83,优,11,30,4,0.513,9,88
玉树州,2017-09,42,30~67,优,11,24,4,0.72,11,82
玉树州,2017-10,42,29~57,优,16,36,11,0.639,14,73
玉树州,2017-11,45,0~73,优,20,45,21,0.813,19,65
玉树州,2017-12,63,42~98,良,33,71,59,1.039,26,75
玉树州,2018-01,70,40~179,良,30,87,48,0.823,22,86
玉树州,2018-02,61,42~105,良,22,72,28,0.643,15,87
玉树州,2018-03,55,45~72,良,21,48,17,0.729,14,101
玉树州,2018-04,67,48~104,良,22,63,9,0.48,16,112
烟台,2013-12,104,28~356,轻度污染,79,99,56,0.987,64,44
烟台,2014-01,109,32~259,轻度污染,81,101,51,1.165,49,49
烟台,2014-02,86,31~196,良,62,79,38,1.011,40,71
烟台,2014-03,96,54~225,良,69,111,40,0.994,52,91
烟台,2014-04,86,52~153,良,55,97,27,0.713,47,114
烟台,2014-05,91,58~143,良,44,97,23,0.587,39,143
烟台,2014-06,78,47~179,良,43,69,18,0.57,32,123
烟台,2014-07,83,38~132,良,51,79,16,0.684,29,132
烟台,2014-08,73,34~131,良,38,63,16,0.742,31,120
烟台,2014-09,61,33~103,良,28,54,15,0.6,35,109
烟台,2014-10,66,41~103,良,37,65,15,0.726,36,100
烟台,2014-11,85,31~210,良,60,82,27,1.047,48,62
烟台,2014-12,74,28~242,良,49,77,41,1.058,39,47
烟台,2015-01,82,29~268,良,58,79,37,1.139,40,52
烟台,2015-02,85,36~170,良,57,92,33,1.046,36,72
烟台,2015-03,83,38~189,良,55,99,28,1.077,41,92
烟台,2015-04,82,44~157,良,48,85,16,0.93,34,126
烟台,2015-05,74,45~113,良,39,73,13,0.739,29,121
烟台,2015-06,81,43~132,良,37,65,10,0.6,22,135
烟台,2015-07,59,30~102,良,26,53,11,0.555,23,104
烟台,2015-08,77,38~140,良,34,67,12,0.629,26,128
烟台,2015-09,71,36~112,良,23,52,13,0.547,30,124
烟台,2015-10,70,32~117,良,36,73,13,0.671,34,106
烟台,2015-11,70,33~185,良,48,72,20,0.893,35,66
烟台,2015-12,106,27~272,轻度污染,76,120,37,1.252,41,45
烟台,2016-01,83,30~292,良,57,90,34,1.077,36,51
烟台,2016-02,68,36~169,良,44,76,29,0.914,31,65
烟台,2016-03,77,39~144,良,45,96,24,0.806,33,92
烟台,2016-04,90,49~238,良,48,120,22,0.733,36,109
烟台,2016-05,79,41~120,良,39,81,23,0.674,41,124
烟台,2016-06,77,37~139,良,28,53,16,0.593,28,131
烟台,2016-07,58,32~91,良,26,53,14,0.594,24,103
烟台,2016-08,55,29~92,良,20,47,13,0.539,27,98
烟台,2016-09,65,37~130,良,29,61,16,0.677,33,112
烟台,2016-10,57,34~110,良,31,62,17,0.726,35,83
烟台,2016-11,74,34~168,良,49,84,27,0.963,45,70
烟台,2016-12,88,34~234,良,61,89,32,1.213,47,64
烟台,2017-01,85,37~215,良,57,84,34,1.516,45,67
烟台,2017-02,72,39~165,良,45,74,33,1.036,39,84
烟台,2017-03,73,44~134,良,45,84,35,1.09,46,97
烟台,2017-04,82,50~131,良,40,94,25,0.95,42,123
烟台,2017-05,95,48~184,良,32,89,12,0.581,25,141
烟台,2017-06,95,31~203,良,28,61,10,0.577,25,150
烟台,2017-07,73,37~155,良,29,56,7,0.6,21,124
烟台,2017-08,63,27~123,良,18,37,9,0.519,19,111
烟台,2017-09,94,43~152,良,27,60,11,0.57,26,151
烟台,2017-10,58,33~97,良,24,57,12,0.558,31,98
烟台,2017-11,61,33~124,良,29,72,14,0.657,32,78
烟台,2017-12,67,30~119,良,41,81,21,1.003,39,57
烟台,2018-01,71,33~166,良,45,84,22,1.006,39,61
烟台,2018-02,64,35~128,良,37,72,18,0.829,28,86
烟台,2018-03,74,45~132,良,37,82,15,0.765,33,113
烟台,2018-04,80,51~130,良,29,92,14,0.66,28,119
鹰潭,2014-12,95,95~95,良,53,139,30,0.7,30,110
鹰潭,2015-01,95,16~210,良,71,92,44,0.974,42,65
鹰潭,2015-02,70,27~118,良,48,79,27,0.939,27,89
鹰潭,2015-03,55,21~88,良,28,56,30,0.819,24,86
鹰潭,2015-04,73,28~135,良,33,71,32,0.7,23,116
鹰潭,2015-05,65,33~116,良,33,57,29,0.774,17,110
鹰潭,2015-06,47,28~81,优,24,41,35,0.707,11,85
鹰潭,2015-07,49,27~69,优,22,43,24,0.6,10,90
鹰潭,2015-08,61,24~107,良,29,53,23,0.6,13,104
鹰潭,2015-09,67,23~110,良,42,61,40,0.713,20,90
鹰潭,2015-10,75,27~112,良,52,84,47,0.729,27,97
鹰潭,2015-11,56,25~103,良,38,56,37,0.933,27,49
鹰潭,2015-12,81,26~138,良,58,78,39,0.897,31,50
鹰潭,2016-01,79,37~169,良,56,76,35,0.884,33,52
鹰潭,2016-02,80,35~204,良,56,82,29,0.659,22,97
鹰潭,2016-03,81,31~129,良,55,83,44,0.706,34,97
鹰潭,2016-04,62,34~117,良,33,53,37,0.763,24,97
鹰潭,2016-05,68,36~129,良,35,55,34,0.755,21,111
鹰潭,2016-06,54,26~97,良,25,42,24,0.6,15,95
鹰潭,2016-07,48,27~92,优,20,38,22,0.523,13,88
鹰潭,2016-08,63,35~107,良,28,49,20,0.523,13,113
鹰潭,2016-09,73,23~127,良,36,56,28,0.687,17,118
鹰潭,2016-10,53,23~80,良,33,49,31,0.69,21,77
鹰潭,2016-11,64,28~124,良,44,66,37,0.773,32,56
鹰潭,2016-12,99,43~216,良,73,101,40,0.794,43,71
鹰潭,2017-01,97,43~240,良,71,93,29,0.842,37,68
鹰潭,2017-02,85,32~145,良,62,78,37,0.668,32,95
鹰潭,2017-03,68,39~153,良,44,62,36,0.768,34,84
鹰潭,2017-04,72,32~128,良,37,64,28,0.703,23,114
鹰潭,2017-05,86,33~159,良,37,59,26,0.713,21,137
鹰潭,2017-06,45,25~80,优,24,37,29,0.723,17,80
鹰潭,2017-07,50,22~120,优,21,39,20,0.477,13,86
鹰潭,2017-08,49,29~73,优,21,38,26,0.465,15,94
鹰潭,2017-09,64,27~113,良,29,49,28,0.59,18,110
鹰潭,2017-10,65,23~117,良,36,61,29,0.535,25,102
鹰潭,2017-11,71,27~119,良,50,75,39,0.71,35,69
鹰潭,2017-12,91,34~142,良,67,90,40,0.723,41,70
鹰潭,2018-01,82,29~198,良,58,70,28,0.839,40,52
鹰潭,2018-02,74,22~172,良,52,71,26,0.664,25,81
鹰潭,2018-03,65,28~107,良,38,59,34,0.59,34,95
鹰潭,2018-04,74,30~108,良,36,70,29,0.552,27,114
义乌,2013-12,134,134~134,轻度污染,102,165,45,1.1,115,63
义乌,2014-01,150,56~331,轻度污染,115,164,47,1.248,67,65
义乌,2014-02,79,22~142,良,58,71,18,1.129,37,65
义乌,2014-03,84,31~143,良,61,95,29,0.981,54,96
义乌,2014-04,83,37~171,良,58,89,31,1.347,50,104
义乌,2014-05,84,38~143,良,52,91,25,1.135,41,124
义乌,2014-06,78,32~147,良,45,67,18,0.967,35,121
义乌,2014-07,79,33~129,良,36,60,24,0.9,31,127
义乌,2014-08,76,25~134,良,40,61,26,1.039,34,124
义乌,2014-09,76,28~120,良,48,74,29,1.1,41,114
义乌,2014-10,95,61~184,良,59,102,37,1.142,53,140
义乌,2014-11,94,35~150,良,70,108,41,1.363,54,61
义乌,2014-12,111,69~163,轻度污染,83,142,45,1.316,59,45
义乌,2015-01,127,38~262,轻度污染,96,149,35,1.39,59,43
义乌,2015-02,86,30~145,良,63,89,14,1.036,33,68
义乌,2015-03,73,31~128,良,51,76,18,1.061,47,75
义乌,2015-04,77,34~117,良,50,85,28,1.093,56,115
义乌,2015-05,89,53~130,良,48,73,20,1.006,42,137
义乌,2015-06,64,40~114,良,35,55,18,1.017,32,109
义乌,2015-07,74,23~129,良,30,47,18,0.8,25,125
义乌,2015-08,77,23~145,良,35,55,20,0.994,35,123
义乌,2015-09,91,32~161,良,44,67,26,1.18,51,129
义乌,2015-10,83,40~144,良,49,80,30,1.174,57,110
义乌,2015-11,66,33~107,良,38,59,21,1.383,50,36
义乌,2015-12,107,53~189,轻度污染,77,114,26,1.294,58,37
义乌,2016-01,95,57~206,良,65,97,19,1.368,56,44
义乌,2016-02,84,42~169,良,59,88,13,1.117,30,96
义乌,2016-03,95,39~210,良,66,105,19,1.177,55,109
义乌,2016-04,74,45~122,良,41,65,15,0.903,53,89
义乌,2016-05,74,45~120,良,36,59,12,1.006,39,113
义乌,2016-06,72,37~124,良,31,52,17,1.087,28,117
义乌,2016-07,72,0~147,良,25,43,19,1.265,20,122
义乌,2016-08,74,26~138,良,24,41,15,0.826,19,124
义乌,2016-09,60,23~104,良,30,48,16,0.96,29,99
义乌,2016-10,53,27~83,良,30,50,18,1.016,37,58
义乌,2016-11,73,33~107,良,48,77,28,1.243,52,48
义乌,2016-12,83,39~147,良,58,90,26,1.229,58,53
义乌,2017-01,77,38~186,良,52,74,16,1.21,39,60
义乌,2017-02,78,29~129,良,55,84,16,1.046,36,87
义乌,2017-03,68,38~107,良,45,73,18,0.984,43,84
义乌,2017-04,77,41~110,良,38,70,19,1.08,44,121
义乌,2017-05,79,39~152,良,32,57,17,0.723,30,129
义乌,2017-06,56,33~142,良,25,37,11,0.71,34,87
义乌,2017-07,67,22~162,良,22,40,10,0.51,24,114
义乌,2017-08,60,26~107,良,21,38,7,0.619,22,108
义乌,2017-09,68,34~119,良,26,45,6,0.777,32,110
义乌,2017-10,55,32~87,良,29,53,7,0.632,35,91
义乌,2017-11,74,34~152,良,46,78,9,0.907,55,58
义乌,2017-12,94,57~189,良,68,105,14,0.939,62,47
义乌,2018-01,80,37~173,良,53,78,9,0.816,49,47
义乌,2018-02,67,26~123,良,46,66,7,0.654,29,80
义乌,2018-03,67,30~109,良,42,65,10,0.7,42,92
义乌,2018-04,72,36~119,良,41,75,9,0.696,40,96
宜兴,2013-12,73,73~73,良,53,91,71,1.8,52,90
宜兴,2014-01,126,51~261,轻度污染,94,131,52,1.66,64,50
宜兴,2014-02,77,23~248,良,57,74,32,1.382,36,65
宜兴,2014-03,89,42~199,良,63,87,39,1.368,50,109
宜兴,2014-04,86,44~154,良,53,72,29,1.48,41,118
宜兴,2014-05,108,37~207,轻度污染,63,105,33,1.563,44,153
宜兴,2014-06,103,35~196,轻度污染,55,74,21,1.103,29,152
宜兴,2014-07,109,39~187,轻度污染,47,63,17,1.094,24,161
宜兴,2014-08,86,31~182,良,44,59,26,1.368,30,129
宜兴,2014-09,86,37~201,良,39,53,26,1.213,27,136
宜兴,2014-10,88,42~137,良,52,79,28,1.555,42,125
宜兴,2014-11,94,45~209,良,69,93,29,1.587,52,70
宜兴,2014-12,85,42~138,良,61,97,41,1.471,55,38
宜兴,2015-01,108,36~212,轻度污染,80,112,34,1.513,54,42
宜兴,2015-02,81,27~188,良,58,81,19,1.311,29,68
宜兴,2015-03,70,31~158,良,44,66,19,0.961,31,89
宜兴,2015-04,81,42~161,良,43,71,23,0.927,35,120
宜兴,2015-05,98,37~162,良,39,65,16,0.939,26,156
宜兴,2015-06,95,32~172,良,37,55,12,0.96,22,148
宜兴,2015-07,101,31~201,轻度污染,34,51,10,1.013,21,153
宜兴,2015-08,107,26~189,轻度污染,34,52,15,0.906,25,163
宜兴,2015-09,110,55~203,轻度污染,34,51,20,0.96,31,169
宜兴,2015-10,99,54~160,良,47,69,28,1.145,30,155
宜兴,2015-11,75,38~153,良,50,65,25,1.173,43,91
宜兴,2015-12,120,58~250,轻度污染,89,113,30,1.294,56,66
宜兴,2016-01,101,52~200,轻度污染,74,90,28,1.242,50,75
宜兴,2016-02,96,45~168,良,69,85,18,1.328,34,115
宜兴,2016-03,101,45~180,轻度污染,69,91,25,1.203,45,118
宜兴,2016-04,102,43~190,轻度污染,39,66,18,1.313,32,156
宜兴,2016-05,105,47~181,轻度污染,39,68,13,1.061,26,159
宜兴,2016-06,101,33~177,轻度污染,30,46,9,0.723,24,157
宜兴,2016-07,98,0~207,良,22,42,16,0.397,20,147
宜兴,2016-08,131,54~207,轻度污染,23,40,17,0.568,16,193
宜兴,2016-09,116,24~207,轻度污染,30,47,13,0.83,22,172
宜兴,2016-10,59,29~140,良,25,41,18,0.839,30,88
宜兴,2016-11,76,35~162,良,47,67,22,1.08,51,74
宜兴,2016-12,95,35~162,良,69,87,22,1.387,51,70
宜兴,2017-01,86,40~208,良,62,73,18,1.229,37,70
宜兴,2017-02,89,43~160,良,64,68,18,1.054,39,101
宜兴,2017-03,75,43~124,良,50,65,16,0.687,39,111
宜兴,2017-04,99,40~177,良,43,70,17,0.933,42,145
宜兴,2017-05,119,33~203,轻度污染,36,64,14,0.952,32,176
宜兴,2017-06,96,34~181,良,34,57,14,0.993,27,148
宜兴,2017-07,81,34~184,良,25,47,15,0.845,27,130
宜兴,2017-08,83,35~201,良,23,43,11,0.871,26,136
宜兴,2017-09,75,30~167,良,31,50,12,0.92,34,114
宜兴,2017-10,66,35~144,良,32,54,15,1.071,40,96
宜兴,2017-11,77,34~139,良,51,78,18,1.057,52,67
宜兴,2017-12,113,36~318,轻度污染,83,100,23,1.319,66,49
宜兴,2018-01,121,43~266,轻度污染,90,98,21,1.484,57,52
宜兴,2018-02,93,40~224,良,67,92,18,0.968,37,79
宜兴,2018-03,80,42~158,良,53,81,18,1.168,46,102
宜兴,2018-04,92,48~201,良,43,100,18,1.344,47,130
玉溪,2013-12,75,24~116,良,53,81,31,2.57,28,75
玉溪,2014-01,69,35~115,良,47,73,33,2.955,27,93
玉溪,2014-02,52,34~87,良,28,51,24,1.35,20,95
玉溪,2014-03,72,48~108,良,45,79,38,2.223,32,119
玉溪,2014-04,84,57~154,良,55,94,36,2.947,30,135
玉溪,2014-05,58,40~86,良,25,47,16,1.729,17,108
玉溪,2014-06,42,19~63,优,16,29,8,1.453,12,81
玉溪,2014-07,39,14~68,优,20,38,16,1.11,15,52
玉溪,2014-08,36,20~58,优,19,36,25,0.787,14,47
玉溪,2014-09,36,14~52,优,19,35,21,0.843,14,43
玉溪,2014-10,49,27~95,优,31,50,17,1.068,14,50
玉溪,2014-11,40,21~51,优,21,39,24,1.37,23,40
玉溪,2014-12,52,32~85,良,33,55,26,1.519,31,46
玉溪,2015-01,49,17~78,优,30,51,25,1.7,22,50
玉溪,2015-02,48,29~91,优,31,49,21,1.564,19,50
玉溪,2015-03,55,27~120,良,36,58,23,1.955,25,56
玉溪,2015-04,47,29~65,优,27,50,17,1.517,19,53
玉溪,2015-05,48,20~61,优,23,49,15,1.003,18,79
玉溪,2015-06,35,23~49,优,14,28,12,0.803,16,66
玉溪,2015-07,44,24~65,优,24,41,18,1.126,18,79
玉溪,2015-08,35,19~60,优,17,33,16,1.097,17,56
玉溪,2015-09,35,19~57,优,19,34,14,1.12,15,51
玉溪,2015-10,45,27~66,优,21,40,17,1.542,18,70
玉溪,2015-11,42,22~58,优,19,40,18,1.433,19,52
玉溪,2015-12,45,26~63,优,26,45,15,1.387,17,49
玉溪,2016-01,49,27~64,优,28,49,17,1.419,21,59
玉溪,2016-02,54,37~114,良,36,50,12,1.538,16,64
玉溪,2016-03,58,37~93,良,37,60,18,1.919,22,87
玉溪,2016-04,62,42~79,良,33,61,20,2.34,22,91
玉溪,2016-05,52,31~79,良,24,45,20,1.548,17,93
玉溪,2016-06,36,21~70,优,11,22,12,0.98,12,69
玉溪,2016-07,34,20~63,优,12,25,13,1.177,13,61
玉溪,2016-08,45,27~76,优,18,35,16,1.439,18,84
玉溪,2016-09,44,28~59,优,25,41,17,1.317,18,74
玉溪,2016-10,47,25~89,优,28,44,19,1.577,21,67
玉溪,2016-11,41,23~56,优,19,39,19,1.38,25,62
